Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PPP,+/-,PIM,EV Goals,PP Goals,SH Goals,GWG,EV Assists,PP Assists,SH Assists,S,S%,ATOI,BLK,HIT,FOW,FOL,FO%
1,Leon Draisaitl,24,EDM,C,71,43,67,110,44,-7,18,27,16,0,10,39,28,0,218,19.7,22:37,19,27,662,608,52.1
2,Connor McDavid,23,EDM,C,64,34,63,97,43,-6,28,23,11,0,6,31,32,0,212,16,21:52,18,37,320,350,47.8
3,Artemi Panarin,28,NYR,LW,69,32,63,95,24,36,20,25,7,0,4,46,17,0,209,15.3,20:36,18,25,1,1,50
4,David Pastrnak,23,BOS,RW,70,48,47,95,38,21,40,28,20,0,10,29,18,0,279,17.2,18:58,22,47,7,11,38.9
5,Nathan MacKinnon,24,COL,C,69,35,58,93,31,13,12,23,12,0,4,39,19,0,318,11,21:13,31,51,363,478,43.2
6,Brad Marchand,31,BOS,LW,70,28,59,87,28,25,82,22,5,1,5,34,23,2,185,15.1,19:27,19,55,22,29,43.1
7,Nikita Kucherov,26,TBL,RW,68,33,52,85,25,26,38,29,4,0,6,31,21,0,210,15.7,18:52,19,37,0,1,0
8,Patrick Kane,31,CHI,RW,70,33,51,84,23,8,40,25,8,0,2,36,15,0,275,12,21:20,19,24,1,3,25
9,Auston Matthews,22,TOR,C,70,47,33,80,25,19,8,35,12,0,5,20,13,0,290,16.2,20:58,60,40,506,415,54.9
10,Jack Eichel,23,BUF,C,68,36,42,78,27,5,34,24,11,1,9,26,16,0,227,15.9,22:06,42,40,615,696,46.9
11,Jonathan Huberdeau,26,FLA,LW,69,23,55,78,29,5,30,18,5,0,3,31,24,0,152,15.1,18:46,26,51,24,37,39.3
12,John Carlson,30,WSH,D,69,15,60,75,26,12,26,13,2,0,6,36,24,0,189,7.9,24:38,108,55,0,1,0
13,Mika Zibanejad,26,NYR,C,57,41,34,75,27,9,14,23,15,3,6,20,12,2,208,19.7,21:38,49,51,592,612,49.2
14,Evgeni Malkin,33,PIT,C,55,25,49,74,24,7,58,18,7,0,5,32,17,0,171,14.6,19:31,22,38,441,435,50.3
15,Kyle Connor,23,WPG,LW,71,38,35,73,17,4,34,28,9,1,7,26,8,1,239,15.9,21:05,17,18,2,11,15.4
16,Mark Scheifele,26,WPG,C,71,29,44,73,20,2,45,19,10,0,6,34,10,0,170,17.1,21:48,49,34,605,685,46.9
17,J.T. Miller,26,VAN,C,69,27,45,72,25,11,47,18,9,0,3,27,16,2,165,16.4,20:06,38,123,425,293,59.2
18,Mitch Marner,22,TOR,RW,59,16,51,67,24,6,16,10,6,0,2,32,18,1,154,10.4,21:33,37,24,7,19,26.9
19,Alex Ovechkin,34,WSH,LW,68,48,19,67,18,-12,30,35,13,0,3,14,5,0,311,15.4,20:40,30,184,1,0,100
20,Sebastian Aho,22,CAR,F,68,38,28,66,17,10,26,26,8,4,5,18,9,1,206,18.4,19:25,20,55,409,480,46
21,Max Pacioretty,31,VEG,LW,71,32,34,66,19,18,44,24,8,0,5,23,11,0,307,10.4,17:55,35,90,51,45,53.1
22,Elias Pettersson,21,VAN,C,68,27,39,66,24,16,18,19,8,0,5,23,16,0,162,16.7,18:32,42,63,59,82,41.8
23,Steven Stamkos,29,TBL,C,57,29,37,66,19,14,22,19,10,0,6,28,9,0,176,16.5,18:25,38,69,365,307,54.3
24,Roman Josi,29,NSH,D,69,16,49,65,23,22,41,12,4,0,1,30,19,0,260,6.2,25:47,108,52,0,0,
25,Blake Wheeler,33,WPG,RW,71,22,43,65,22,1,37,17,4,1,2,24,18,1,180,12.2,19:19,51,102,325,327,49.8
26,Brayden Point,23,TBL,C,66,25,39,64,13,28,11,17,8,0,4,34,5,0,141,17.7,18:54,30,24,397,380,51.1
27,Patrik Laine,21,WPG,RW,68,28,35,63,16,8,22,20,8,0,1,27,8,0,226,12.4,19:25,35,97,10,17,37
28,Mark Stone,27,VEG,RW,65,21,42,63,17,15,27,15,6,0,3,30,11,1,168,12.5,19:25,51,56,16,30,34.8
29,Teuvo Teravainen,25,CAR,F,68,15,48,63,21,20,8,10,4,1,1,28,17,3,182,8.2,19:12,30,18,26,27,49.1
30,Aleksander Barkov,24,FLA,C,66,20,42,62,20,2,18,13,7,0,2,28,13,1,172,11.6,20:01,35,21,653,550,54.3
31,Anze Kopitar,32,LAK,C,70,21,41,62,21,6,16,13,7,1,5,27,14,0,135,15.6,21:02,56,49,777,631,55.2
32,Travis Konecny,22,PHI,C,66,24,37,61,23,-1,28,19,5,0,3,19,18,0,141,17,16:48,30,63,24,25,49
33,Ryan Nugent-Hopkins,26,EDM,C,65,22,39,61,24,1,33,15,7,0,4,22,17,0,172,12.8,20:28,44,33,205,199,50.7
34,Ryan O'Reilly,28,STL,C,71,12,49,61,18,11,10,9,2,1,3,33,16,0,118,10.2,20:34,42,16,880,676,56.6
35,Andrei Svechnikov,19,CAR,RW,68,24,37,61,20,9,54,18,6,0,5,23,14,0,183,13.1,16:44,27,116,0,1,0
36,Tomas Tatar,29,MTL,C,68,22,39,61,14,5,36,14,8,0,1,33,6,0,162,13.6,16:18,24,79,9,16,36
37,Matthew Tkachuk,22,CGY,LW,69,23,38,61,19,-5,74,18,5,0,4,24,14,0,188,12.2,18:18,22,122,0,4,0
38,Mathew Barzal,22,NYI,C,68,19,41,60,12,5,44,15,4,0,2,33,8,0,171,11.1,20:03,43,22,228,320,41.6
39,David Perron,31,STL,LW,71,25,35,60,27,2,52,16,9,0,9,17,18,0,166,15.1,18:19,19,67,3,5,37.5
40,John Tavares,29,TOR,C,63,26,34,60,21,-7,24,19,7,0,4,20,14,0,197,13.2,19:33,31,32,617,499,55.3
41,Jonathan Toews,31,CHI,C,70,18,42,60,8,-2,48,16,1,1,3,35,7,0,172,10.5,19:47,35,56,856,638,57.3
42,Sean Couturier,27,PHI,C,69,22,37,59,13,21,30,18,4,0,4,28,9,0,185,11.9,19:50,26,60,543,367,59.7
43,Mike Hoffman,30,FLA,C,69,29,30,59,21,-5,28,18,11,0,3,20,10,0,214,13.6,16:50,22,33,7,8,46.7
44,William Nylander,23,TOR,C,68,31,28,59,17,-2,12,22,9,0,7,20,8,0,197,15.7,18:13,14,9,106,106,50
45,Ryan Strome,26,NYR,C,70,18,41,59,17,21,48,15,3,0,3,26,14,1,154,11.7,19:35,32,45,496,548,47.5
46,Nikolaj Ehlers,23,WPG,LW,71,25,33,58,5,14,30,21,3,1,5,31,2,0,203,12.3,16:31,28,36,0,2,0
47,Johnny Gaudreau,26,CGY,LW,70,18,40,58,18,-10,12,12,6,0,2,28,12,0,209,8.6,18:47,11,1,1,3,25
48,Brayden Schenn,28,STL,C,71,25,33,58,21,3,44,15,10,0,4,22,11,0,138,18.1,18:28,21,119,350,364,49
49,Jaden Schwartz,27,STL,C,71,22,35,57,20,3,18,13,9,0,4,24,11,0,162,13.6,18:11,28,60,9,11,45
50,Patrice Bergeron,34,BOS,C,61,31,25,56,20,23,28,19,11,1,5,16,9,0,203,15.3,18:44,46,46,758,553,57.8
51,Bryan Rust,27,PIT,RW,55,27,29,56,17,14,30,18,8,1,4,19,9,1,151,17.9,19:46,35,71,2,8,20
52,Jakub Voracek,30,PHI,RW,69,12,44,56,17,14,31,8,4,0,3,31,13,0,132,9.1,17:03,21,17,7,13,35
53,Victor Hedman,29,TBL,D,66,11,44,55,22,27,31,7,4,0,3,26,18,0,155,7.1,24:04,98,73,0,0,
54,Nicklas Backstrom,32,WSH,C,61,12,42,54,18,-1,14,10,2,0,0,26,16,0,132,9.1,19:01,45,30,516,532,49.2
55,Kevin Fiala,23,MIN,LW,64,23,31,54,18,-1,42,14,9,0,4,22,9,0,175,13.1,15:24,18,25,2,7,22.2
56,Elias Lindholm,25,CGY,C,70,29,25,54,19,-8,22,21,8,0,7,14,11,0,169,17.2,19:43,41,93,395,406,49.3
57,Brock Nelson,28,NYI,C,68,26,28,54,7,6,32,22,4,0,5,25,3,0,175,14.9,18:52,44,49,615,573,51.8
58,Reilly Smith,28,VEG,RW,71,27,27,54,5,17,20,22,3,2,6,23,2,2,169,16,17:55,30,55,3,9,25
59,Anthony DeAngelo,24,NYR,D,68,15,38,53,19,12,47,12,3,0,3,22,16,0,149,10.1,19:17,57,48,0,0,
60,Claude Giroux,32,PHI,C,69,21,32,53,20,7,28,13,7,1,6,18,13,1,197,10.7,18:59,16,45,663,460,59
61,Bo Horvat,24,VAN,C,69,22,31,53,16,-15,21,10,12,0,2,27,4,0,178,12.4,19:44,66,55,850,633,57.3
62,Quinn Hughes,20,VAN,D,68,8,45,53,25,-10,22,5,3,0,2,23,22,0,126,6.3,21:53,46,7,0,0,
63,Dylan Larkin,23,DET,C,71,19,34,53,14,-21,39,14,5,0,0,25,9,0,223,8.5,21:15,45,52,715,647,52.5
64,Taylor Hall,28,ARI,LW,65,16,36,52,18,-14,34,12,4,0,1,22,14,0,232,6.9,19:10,29,47,20,31,39.2
65,Evgeny Kuznetsov,27,WSH,C,63,19,33,52,12,-2,40,13,6,0,0,27,6,0,129,14.7,17:51,16,35,348,455,43.3
66,Alex Pietrangelo,30,STL,D,70,16,36,52,22,11,20,10,6,0,3,19,16,1,225,7.1,24:11,89,47,0,0,
67,Jakub Vrana,23,WSH,LW,69,25,27,52,12,3,18,24,1,0,6,16,11,0,187,13.4,14:53,16,29,6,5,54.5
68,Cale Makar,21,COL,D,57,12,38,50,19,12,12,8,4,0,4,23,15,0,121,9.9,21:01,47,45,0,0,
69,Sam Reinhart,24,BUF,C,69,22,28,50,12,-15,20,17,5,0,2,21,7,0,144,15.3,20:38,27,36,40,72,35.7
70,Tyler Seguin,28,DAL,C,69,17,33,50,15,-2,22,14,3,0,6,21,12,0,245,6.9,19:09,31,90,538,387,58.2
71,Pierre-Luc Dubois,21,CBJ,LW,70,18,31,49,10,-2,49,17,1,0,4,22,9,0,158,11.4,17:56,50,85,359,446,44.6
72,Alex Killorn,30,TBL,C,68,26,23,49,13,19,20,18,8,0,7,18,5,0,130,20,17:56,15,59,5,14,26.3
73,Torey Krug,28,BOS,D,61,9,40,49,28,-4,33,7,2,0,4,14,26,0,144,6.3,20:29,48,36,0,0,
74,Timo Meier,23,SJS,RW,70,22,27,49,9,-22,42,20,2,0,2,20,7,0,199,11.1,17:17,38,155,12,25,32.4
75,T.J. Oshie,33,WSH,C,69,26,23,49,12,4,26,16,10,0,4,21,2,0,133,19.5,18:18,58,90,119,119,50
76,Tyler Bertuzzi,24,DET,LW,71,21,27,48,14,-23,40,18,3,0,1,16,11,0,129,16.3,19:19,30,71,4,2,66.7
77,Filip Forsberg,25,NSH,C,63,21,27,48,14,-7,29,14,7,0,2,20,7,0,198,10.6,17:21,27,82,1,2,33.3
78,Sean Monahan,25,CGY,C,70,22,26,48,16,-16,25,14,8,0,5,18,8,0,166,13.3,18:06,22,65,549,495,52.6
79,Ryan Suter,35,MIN,D,69,8,40,48,18,-6,12,6,2,0,2,24,16,0,111,7.2,24:38,93,48,0,0,
80,Sidney Crosby,32,PIT,C,41,16,31,47,17,-8,15,12,4,0,4,18,13,0,109,14.7,20:16,17,28,494,394,55.6
81,Evgenii Dadonov,30,FLA,RW,69,25,22,47,17,-7,10,14,11,0,2,16,6,0,167,15,17:06,24,29,0,0,
82,Phillip Danault,26,MTL,LW,71,13,34,47,4,18,32,12,1,0,1,31,3,0,131,9.9,18:51,37,119,728,608,54.5
83,Evander Kane,28,SJS,LW,64,26,21,47,18,-12,122,10,14,2,6,17,4,0,216,12,19:32,25,135,106,95,52.7
84,Jonathan Marchessault,29,VEG,C,66,22,25,47,12,6,28,16,6,0,3,19,6,0,235,9.4,17:17,12,99,58,78,42.6
85,Eric Staal,35,MIN,C,66,19,28,47,14,-9,28,14,5,0,5,19,9,0,113,16.8,17:08,22,24,495,504,49.5
86,Pavel Buchnevich,24,NYR,LW,68,16,30,46,9,2,24,12,4,0,1,25,5,0,148,10.8,16:56,22,80,4,19,17.4
87,William Karlsson,27,VEG,C,63,15,31,46,8,11,16,11,2,2,1,22,6,3,138,10.9,18:52,38,40,491,455,51.9
88,Dominik Kubalík,24,CHI,LW,68,30,16,46,8,2,16,26,4,0,3,12,4,0,157,19.1,14:22,17,79,6,13,31.6
89,Zach Parise,35,MIN,LW,69,25,21,46,18,-11,8,12,12,1,4,15,6,0,155,16.1,17:12,38,27,41,36,53.2
90,Shea Theodore,24,VEG,D,71,13,33,46,16,12,25,11,1,1,4,18,15,0,219,5.9,22:14,69,20,0,0,
91,Mikael Backlund,30,CGY,C,70,16,29,45,10,3,26,10,3,3,3,22,7,0,157,10.2,17:57,11,44,368,410,47.3
92,Brock Boeser,22,VAN,RW,57,16,29,45,14,4,14,11,5,0,3,20,9,0,169,9.5,18:34,14,28,11,19,36.7
93,Andre Burakovsky,24,COL,LW,58,20,25,45,11,11,22,18,2,0,6,16,9,0,103,19.4,15:12,34,26,5,9,35.7
94,Brent Burns,34,SJS,D,70,12,33,45,17,-22,34,7,5,0,1,20,12,1,225,5.3,25:25,115,72,0,0,
95,Alex DeBrincat,22,CHI,RW,70,18,27,45,16,-10,15,8,10,0,4,21,6,0,207,8.7,17:30,19,58,7,13,35
96,Chris Kreider,28,NYR,LW,63,24,21,45,13,13,58,15,9,0,5,17,4,0,156,15.4,17:15,42,116,53,70,43.1
97,Kyle Palmieri,28,NJD,RW,65,25,20,45,18,-4,41,14,11,0,3,13,7,0,155,16.1,17:07,36,74,12,25,32.4
98,Tanner Pearson,27,VAN,LW,69,21,24,45,10,-4,27,16,3,2,3,16,7,1,164,12.8,16:31,40,96,3,14,17.6
99,Neal Pionk,24,WPG,D,71,6,39,45,25,10,32,3,3,0,1,17,22,0,177,3.4,23:23,78,165,0,0,
100,Nick Schmaltz,23,ARI,C,70,11,34,45,13,3,20,9,2,0,2,23,11,0,95,11.6,15:32,35,12,160,216,42.6
101,Keith Yandle,33,FLA,D,69,5,40,45,21,0,20,3,2,0,0,21,19,0,129,3.9,19:42,51,18,0,1,0
102,Anthony Cirelli,22,TBL,C,68,16,28,44,5,28,30,14,1,1,3,23,4,1,113,14.2,18:28,47,89,434,480,47.5
103,Max Domi,24,MTL,LW,71,17,27,44,11,-3,35,16,1,0,3,17,10,0,179,9.5,17:06,13,32,385,403,48.9
104,Nikita Gusev,27,NJD,LW,66,13,31,44,15,-15,12,8,5,0,2,21,10,0,158,8.2,14:42,7,12,1,2,33.3
105,Clayton Keller,21,ARI,C,70,17,27,44,15,-6,28,15,2,0,2,14,13,0,184,9.2,16:18,13,20,8,13,38.1
106,Gabriel Landeskog,27,COL,LW,54,21,23,44,15,-2,47,15,6,0,4,14,9,0,145,14.5,20:02,35,86,274,212,56.4
107,Kris Letang,32,PIT,D,61,15,29,44,15,0,38,9,6,0,2,20,9,0,177,8.5,25:44,91,101,0,0,
108,Brady Tkachuk,20,OTT,LW,71,21,23,44,8,-14,106,19,2,0,3,17,6,0,259,8.1,18:56,43,303,144,168,46.2
109,Tyler Toffoli,27,VAN,C,68,24,20,44,10,-1,20,19,5,0,4,15,5,0,203,11.8,16:51,16,48,4,10,28.6
110,Tom Wilson,25,WSH,RW,68,21,23,44,7,-3,93,15,5,1,5,20,2,1,154,13.6,18:16,58,253,18,39,31.6
111,Josh Bailey,30,NYI,C,68,14,29,43,9,-12,10,11,2,1,2,22,7,0,94,14.9,16:54,48,20,128,129,49.8
112,Connor Brown,26,OTT,RW,71,16,27,43,4,-6,24,13,3,0,1,24,1,2,173,9.2,20:07,35,39,29,39,42.6
113,Brendan Gallagher,27,MTL,RW,59,22,21,43,5,9,29,21,1,0,1,17,4,0,226,9.7,16:55,29,53,12,17,41.4
114,Jake Guentzel,25,PIT,C,39,20,23,43,10,11,14,14,6,0,4,19,4,0,127,15.7,20:38,19,46,22,24,47.8
115,Adam Henrique,29,ANA,C,71,26,17,43,9,-3,22,21,5,0,1,13,4,0,169,15.4,16:52,32,75,512,419,55
116,Alex Iafallo,26,LAK,C,70,17,26,43,9,1,14,11,6,0,3,23,3,0,142,12,18:56,47,49,11,12,47.8
117,David Krejci,33,BOS,C,61,13,30,43,14,14,23,10,3,0,3,19,11,0,83,15.7,17:10,32,37,370,367,50.2
118,Anders Lee,29,NYI,C,68,20,23,43,7,8,47,18,2,0,6,18,5,0,195,10.3,18:18,50,102,90,109,45.2
119,Matt Duchene,29,NSH,C,66,13,29,42,11,-4,24,8,5,0,1,23,6,0,136,9.6,16:53,22,40,390,305,56.1
120,Adam Fox,21,NYR,D,70,8,34,42,13,22,32,7,1,0,4,22,12,0,125,6.4,18:54,92,35,0,0,
